Description,total_revenue,revenue_pct,cum_revenue_pct,total_transactions,days_since_last_sale,is_churned,segment,enhanced_segment
pink gingham cat with scarf,696.75,0.0034027209302666126,97.3753387276706,75,151.0,1.0,Churned,Churned
dinosaur birthday card,695.11,0.0033947116553105492,97.3787334393259,135,430.0,1.0,Churned,Churned
french style storage jar bonbons,695.06,0.0033944674700984736,97.382127906796,74,35.0,0.0,Weak,At Risk
vintage notebook travelogue,693.9200000000001,0.003388900047263162,97.38551680684327,53,46.0,0.0,Weak,At Risk
flower fairy oil burner set summer,693.25,0.0033856279654213553,97.38890243480868,13,622.0,1.0,Churned,Churned
75 green petit four cases,691.32,0.003376202416235256,97.39227863722492,207,0.0,0.0,Weak,At Risk
75 green petit four cases,691.32,0.003376202416235256,97.39227863722492,207,4.0,0.0,Weak,At Risk
pink patch pencil case blue heart,691.1400000000001,0.0033753233494717857,97.39565396057439,37,527.0,1.0,Churned,Churned
s/3 flwr fairy lilly candles,690.24,0.003370928015654434,97.39902488859005,14,681.0,1.0,Churned,Churned
folkart clip on stars,689.76,0.0033685838376185124,97.40239347242766,132,0.0,0.0,Weak,Weak
blue scottie dog w flower pattern,688.73,0.0033635536222497656,97.40575702604991,83,3.0,0.0,Weak,Weak
ant copper pink boudicca bracelet,687.52,0.0033576443401175473,97.40911467039003,75,0.0,0.0,Weak,Weak
white hand towel with butterfly,686.03,0.003350367620797709,97.41246503801082,53,197.0,1.0,Churned,Churned
easter bunny garland of flowers,685.87,0.0033495862281190695,97.41581462423895,159,238.0,1.0,Churned,Churned
folding umbrella pinkwhite polkadot,685.6700000000001,0.003348609487270769,97.41916323372622,61,,,Weak,Weak
pink & white breakfast tray,685.15,0.0033460699610651876,97.42250930368729,62,206.0,1.0,Churned,Churned
purple green flower piggy bank,682.99,0.0033355211599035437,97.42584482484719,26,567.0,1.0,Churned,Churned
"bread bin, diner style, ivory",682.7499999999999,0.003334349070885582,97.42917917391807,10,0.0,0.0,Weak,Weak
set of 4 pistachio lovebird coaster,682.66,0.0033339095375038473,97.43251308345558,111,,,Weak,Weak
carousel design washbag,682.51,0.003333176981867622,97.43584626043744,106,14.0,0.0,Weak,Weak
carousel design washbag,682.51,0.003333176981867622,97.43584626043744,106,582.0,1.0,Churned,Churned
pack of 6 small fruit straws,682.39,0.003332590937358642,97.4391788513748,100,1.0,0.0,Weak,Weak
ass col large sand frog p'weight,682.32,0.003332249078061737,97.44251110045286,89,330.0,1.0,Churned,Churned
botanical rose greeting card,681.93,0.0033303444334075506,97.44584144488627,128,16.0,0.0,Weak,Weak
rustic strawberry jam pot small,681.54,0.0033284397887533646,97.44916988467503,32,,,Weak,Weak
holly top christmas stocking,681.4,0.0033277560701595547,97.4524976407452,84,353.0,1.0,Churned,Churned
ridged glass pendant lampshade,680.8499999999999,0.003325070032826728,97.45582271077802,9,639.0,1.0,Churned,Churned
ivory hanging decoration  egg,680.78,0.003324728173529823,97.45914743895155,105,5.0,0.0,Weak,Weak
origami sandlewood incense/cand set,680.65,0.0033240932919784277,97.46247153224353,107,0.0,0.0,Weak,Weak
blue polkadot egg cup,679.38,0.0033178909875917206,97.46578942323112,81,,,Weak,Weak
paper bunting paisley park,679.07,0.003316377039276855,97.4691058002704,31,0.0,0.0,Weak,Weak
turq ice cream bum bag,677.99,0.0033111026386960325,97.47241690290909,67,308.0,1.0,Churned,Churned
la palmiera wall thermometer,677.4499999999999,0.003308465438405621,97.4757253683475,26,169.0,1.0,Churned,Churned
turq+red boudicca large bracelet,677.0,0.003306267771496945,97.47903163611899,45,1.0,0.0,Weak,Weak
hilda candy spot rabbit,676.92,0.003305877075157625,97.48233751319415,66,3.0,0.0,Weak,Weak
danish rose umbrella stand,676.4499999999999,0.003303581734164119,97.48564109492831,32,18.0,0.0,Weak,Weak
ivory retro kitchen wall clock,675.91,0.003300944533873708,97.48894203946219,33,0.0,0.0,Weak,Weak
retrospot babushka doorstop,675.5600000000001,0.0032992352373891823,97.49224127469958,76,,,Weak,Weak
green  diamante pen in gift box,675.37,0.003298307333583297,97.49553958203316,71,22.0,0.0,Weak,Weak
set of 4 napkin charms instrument,674.3,0.0032930817700448896,97.4988326638032,67,1.0,0.0,Weak,Weak
travel card wallet retro petals,674.11,0.003292153866239004,97.50212481766944,105,0.0,0.0,Weak,Weak
denim patch purse pink butterfly,674.09,0.0032920561921541743,97.50541687386159,122,121.0,1.0,Churned,Churned
pink breakfast cup and saucer,673.72,0.0032902492215848185,97.50870712308317,54,256.0,1.0,Churned,Churned
robin christmas card,673.49,0.003289125969609273,97.51199624905279,94,13.0,0.0,Weak,Weak
3 traditional cookie cutters  set,671.4000000000001,0.0032789190277445336,97.51527516808054,10,,,Weak,Weak
red organic candle in glass,669.62,0.0032702260341946595,97.51854539411472,49,487.0,1.0,Churned,Churned
"string of 8 butterflies,pink",669.62,0.0032702260341946595,97.52181562014891,76,326.0,1.0,Churned,Churned
pink felt easter rabbit garland,669.38,0.003269053945176699,97.52508467409409,61,231.0,1.0,Churned,Churned
large bonne jam jar  t-light holder,667.8500000000001,0.003261581877687201,97.52834625597177,11,24.0,0.0,Weak,Weak
flower fairy set 3 candles lavender,666.85,0.0032566981734456985,97.53160295414521,30,,,Weak,Weak
woven candy cushion cover,666.23,0.0032536702768159675,97.53485662442203,78,0.0,0.0,Weak,Weak
woven candy cushion cover,666.23,0.0032536702768159675,97.53485662442203,78,38.0,0.0,Weak,At Risk
hanging wood and felt butterfly,665.91,0.0032521074914586864,97.5381087319135,224,3.0,0.0,Weak,At Risk
hearts gift tape,664.84,0.0032468819279202797,97.54135561384142,152,0.0,0.0,Weak,Weak
set of red salad servers,664.73,0.0032463447204537144,97.54460195856187,81,409.0,1.0,Churned,Churned
diamante bow brooch black colour,664.35,0.0032444889128419433,97.54784644747471,51,11.0,0.0,Weak,Weak
large skull windmill,663.85,0.0032420470607211925,97.55108849453543,62,30.0,0.0,Weak,Weak
cakes and bows gift  tape,663.61,0.0032408749717032317,97.55432936950714,161,5.0,0.0,Weak,Weak
multicolour  confetti in tube,661.81,0.003232084304068528,97.55756145381122,45,7.0,0.0,Weak,Weak
lunchbag suki  design,661.63,0.0032312052373050576,97.56079265904852,35,0.0,0.0,Weak,Weak
wrap flower shop,661.5,0.003230570355753662,97.56402322940427,62,2.0,0.0,Weak,Weak
flower fairy incense rose,661.23,0.0032292517556084567,97.56725248115988,15,646.0,1.0,Churned,Churned
black chunky bead bracelet w strap,661.04,0.003228323851802571,97.57048080501168,50,0.0,0.0,Weak,Weak
black chunky bead bracelet w strap,661.04,0.003228323851802571,97.57048080501168,50,38.0,0.0,Weak,At Risk
pearlised ivory heart large,661.02,0.003228226177717741,97.5737090311894,39,2.0,0.0,Weak,Weak
pink metal swinging bunny,660.88,0.003227542459123931,97.57693657364852,74,257.0,1.0,Churned,Churned
bird decoration green  spot,660.62,0.0032262726960211405,97.58016284634455,108,27.0,0.0,Weak,Weak
vintage wooden plate rack,659.1500000000001,0.0032190936507861326,97.58338193999533,11,637.0,1.0,Churned,Churned
wrap folk art,658.75,0.0032171401690895317,97.58659908016442,60,71.0,1.0,Churned,Churned
origami rose incense/candle set,658.72,0.0032169936579622867,97.58981607382238,116,0.0,0.0,Weak,Weak
green goose feather tree 60cm,658.29,0.00321489366513844,97.59303096748752,56,2.0,0.0,Weak,Weak
bunny egg garland,658.19,0.0032144052947142903,97.59624537278223,152,50.0,0.0,Weak,At Risk
woven sunset cushion cover,658.07,0.0032138192502053097,97.59945919203244,76,0.0,0.0,Weak,Weak
blue spotty luggage tag,657.9,0.0032129890204842543,97.60267218105292,80,0.0,0.0,Weak,Weak
set of 36 silver paper doilies,656.9399999999999,0.0032083006644124125,97.60588048171734,80,421.0,1.0,Churned,Churned
set of 36 silver paper doilies,656.9399999999999,0.0032083006644124125,97.60588048171734,80,489.0,1.0,Churned,Churned
ceramic plate love heart design,656.87,0.0032079588051155076,97.60908844052246,34,499.0,1.0,Churned,Churned
french chateau small fruitbowl,656.82,0.0032077146199034324,97.61229615514236,33,245.0,1.0,Churned,Churned
"french blue metal door sign, 2",656.41,0.0032057123011644158,97.61550186744353,77,6.0,0.0,Weak,Weak
"pink/white ""keep clean"" bullet bin",656.0500000000001,0.0032039541676374757,97.61870582161116,69,23.0,0.0,Weak,Weak
blue birdhouse decoration,655.4599999999999,0.003201072782134989,97.62190689439329,133,0.0,0.0,Weak,Weak
mini cake stand hanging hearts,655.01,0.003198875115226313,97.62510576950852,74,641.0,1.0,Churned,Churned
french chateau large fruit bowl,654.01,0.003193991410984811,97.6282997609195,27,245.0,1.0,Churned,Churned
french lattice cushion cover,652.8199999999999,0.0031881798029374233,97.63148794072244,71,28.0,0.0,Weak,Weak
french lattice cushion cover,652.8199999999999,0.0031881798029374233,97.63148794072244,71,3.0,0.0,Weak,Weak
black baroque carriage clock,652.17,0.0031850053951804473,97.63467294611762,52,0.0,0.0,Weak,Weak
set of 3 pink flying ducks,651.69,0.0031826612171445266,97.63785560733476,44,363.0,1.0,Churned,Churned
set of 3 pink flying ducks,651.69,0.0031826612171445266,97.63785560733476,44,412.0,1.0,Churned,Churned
curious  images notebook set,651.19,0.0031802193650237757,97.64103582669978,25,183.0,1.0,Churned,Churned
set/4 2 tone egg shape mixing bowls,651.05,0.003179535646429965,97.6442153623462,44,367.0,1.0,Churned,Churned
"small pop box,funky monkey",650.96,0.00317909611304823,97.64739445845925,85,0.0,0.0,Weak,Weak
set/4 butterfly mirror magnets,650.07,0.003174749616273293,97.65056920807552,72,149.0,1.0,Churned,Churned
posy shopper bag,649.8199999999999,0.003173528690212917,97.65374273676574,28,696.0,1.0,Churned,Churned
cherub heart decoration gold,649.02,0.0031696217268197156,97.65691235849256,71,0.0,0.0,Weak,Weak
queen of the skies passport cover,648.54,0.0031672775487837945,97.66007963604135,137,2.0,0.0,Weak,Weak
gingham heart wreath,647.7500000000001,0.003163419422433008,97.66324305546378,42,399.0,1.0,Churned,Churned
black silouette candle plate,647.6800000000001,0.003163077563136103,97.66640613302691,54,0.0,0.0,Weak,Weak
black silouette candle plate,647.6800000000001,0.003163077563136103,97.66640613302691,54,424.0,1.0,Churned,Churned
ass col small sand gecko p'weight,646.56,0.0031576078143856203,97.6695637408413,81,316.0,1.0,Churned,Churned
victorian metal postcard christmas,646.4399999999999,0.00315702176987664,97.67272076261118,46,387.0,1.0,Churned,Churned
hand towel pale blue w flowers,646.4300000000001,0.0031569729328342257,97.675877735544,58,219.0,1.0,Churned,Churned
"french blue metal door sign, 3",645.15,0.0031507217914051025,97.6790284573354,71,0.0,0.0,Weak,Weak
new england teatowels,644.88,0.0031494031912598966,97.68217786052666,124,465.0,1.0,Churned,Churned
photo frame linen and lace small,644.8000000000001,0.0031490124949205773,97.68532687302158,59,2.0,0.0,Weak,Weak
assorted cheese fridge magnets,643.89,0.0031445683240608094,97.68847144134564,66,120.0,1.0,Churned,Churned
circle of friends candle holder,642.66,0.003138561367843762,97.69161000271349,65,491.0,1.0,Churned,Churned
ladle love heart red,642.4,0.0031372916047409712,97.69474729431823,145,0.0,0.0,Weak,Weak
wrap daisy carpet,640.95,0.0031302102335907934,97.69787750455183,59,7.0,0.0,Weak,Weak
fairy dreams incense,640.26,0.0031268404776641566,97.70100434502949,187,0.0,0.0,Weak,Weak
pack of 20 fairy cake paper napkins,639.47,0.0031229823513133706,97.7041273273808,94,651.0,1.0,Churned,Churned
new baroque black photo album,639.42,0.003122738166101295,97.7072500655469,48,160.0,1.0,Churned,Churned
triangular ridged glass posy holder,638.8,0.003119710269471563,97.71036977581637,75,561.0,1.0,Churned,Churned
new baroque ivory cushion cover,638.34,0.003117463765520473,97.7134872395819,15,511.0,1.0,Churned,Churned
silver rococo candle stick,638.0,0.0031158033060783618,97.71660304288797,27,35.0,0.0,Weak,At Risk
"flower fairy,5 summer b'draw liners",637.5,0.003113361453957611,97.71971640434192,65,3.0,0.0,Weak,Weak
christmas tree t-light holder,637.3399999999999,0.0031125800612789704,97.72282898440321,50,11.0,0.0,Weak,Weak
set of 4 black lovebird coasters,636.18,0.003106914964358828,97.72593589936757,93,,,Weak,Weak
frog sock puppet,636.11,0.003106573105061923,97.72904247247263,66,197.0,1.0,Churned,Churned
vintage jingle bells wreath,635.38,0.003103008000965626,97.73214548047359,28,4.0,0.0,Weak,Weak
paperweight home sweet home,635.19,0.0031020800971597417,97.73524756057076,66,0.0,0.0,Weak,Weak
"bunting , spotty",634.7,0.0030996870820814053,97.73834724765284,7,,,Weak,Weak
blue circles design monkey doll,634.64,0.003099394059826915,97.74144664171267,70,47.0,0.0,Weak,At Risk
gingham babushka doorstop,633.35,0.0030930940813553775,97.74453973579402,62,,,Weak,Weak
silver teddy bear,631.49,0.003084010391466183,97.74762374618548,65,9.0,0.0,Weak,Weak
laurel heart antique gold,630.73,0.0030802987762426418,97.75070404496172,44,1.0,0.0,Weak,Weak
pink painted kashmiri table,630.0,0.003076733672146345,97.75378077863387,2,401.0,1.0,Churned,Churned
small apothecary measuring jar,629.05,0.0030720941531169176,97.75685287278698,28,1.0,0.0,Weak,Weak
strawbry scented votive candle,628.41,0.0030689685824023564,97.75992184136938,66,88.0,1.0,Churned,Churned
drawer knob vintage glass hexagon,627.95,0.003066722078451266,97.76298856344783,30,7.0,0.0,Weak,Weak
felt egg cosy ladybird,627.38,0.0030639383670336092,97.76605250181487,105,1.0,0.0,Weak,Weak
christmas card singing angel,627.19,0.0030630104632277245,97.76911551227809,128,3.0,0.0,Weak,Weak
mixed nuts light green bowl,626.76,0.0030609104704038778,97.7721764227485,140,200.0,1.0,Churned,Churned
mixed nuts light green bowl,626.76,0.0030609104704038778,97.7721764227485,140,375.0,1.0,Churned,Churned
set of 3 christmas briar candles,626.39,0.0030591034998345224,97.77523552624834,31,,,Weak,Weak
wrap blue russian folkart,626.25,0.0030584197812407116,97.77829394602958,56,368.0,1.0,Churned,Churned
standing fairy pole support,626.13,0.0030578337367317314,97.78135177976631,47,18.0,0.0,Weak,Weak
amethyst chunky bead bracelet w str,625.48,0.0030546593289747554,97.78440643909529,47,3.0,0.0,Weak,Weak
s/5 mini ice cream fridge magnets,625.1999999999999,0.0030532918917871347,97.78745973098708,2,662.0,1.0,Churned,Churned
bubble gum scarf knitting kit,624.21,0.003048457024588048,97.79050818801167,52,407.0,1.0,Churned,Churned
"decoration , hanging metal chicken",623.96,0.0030472360985276726,97.7935554241102,42,17.0,0.0,Weak,Weak
candy spot tea cosy,622.57,0.0030404477496319845,97.79659587185982,24,291.0,1.0,Churned,Churned
floral pink monster,622.33,0.0030392756606140237,97.79963514752043,54,16.0,0.0,Weak,Weak
hanging metal rabbit decoration,621.97,0.0030375175270870827,97.80267266504752,59,,,Weak,Weak
party cones candy decoration,621.96,0.003037468690044668,97.80571013373756,67,,,Weak,Weak
storage tin home sweet home,621.44,0.003034929163839087,97.80874506290141,56,0.0,0.0,Weak,Weak
mum's kitchen clock,621.09,0.003033219867354561,97.81177828276876,49,0.0,0.0,Weak,Weak
"wrap, friendship on green",619.5,0.0030254547776105726,97.81480373754637,56,535.0,1.0,Churned,Churned
christmas card screen print,619.25,0.003024233851550197,97.81782797139792,125,6.0,0.0,Weak,Weak
wall art spaceboy,618.59,0.003021010606750806,97.82084898200466,37,,,Weak,Weak
pink jewelled mirror trinket tray,618.52,0.0030206687474539006,97.82386965075212,51,0.0,0.0,Weak,Weak
hot water bottle babushka large,618.0,0.0030181292212483196,97.82688777997336,14,,,Weak,Weak
floral soft car toy,617.9399999999999,0.003017836198993829,97.82990561617235,60,27.0,0.0,Weak,Weak
six drawer office tidy,616.79,0.0030122199391161017,97.83291783611148,27,6.0,0.0,Weak,Weak
oval  mini portrait frame,615.98,0.003008264138680485,97.83592610025016,47,0.0,0.0,Weak,Weak
set/4 scented candles in ramekins,615.84,0.0030075804200866752,97.83893368067025,9,691.0,1.0,Churned,Churned
black love bird t-light holder,615.49,0.003005871123602149,97.84193955179386,44,2.0,0.0,Weak,Weak
small oriental blue folding stool,615.4,0.0030054315902204136,97.84494498338408,34,526.0,1.0,Churned,Churned
retro sisters expresso cups,614.1,0.0029990827747064614,97.84794406615879,41,512.0,1.0,Churned,Churned
silver disco handbag,613.53,0.0029962990632888048,97.85094036522207,58,0.0,0.0,Weak,Weak
set of 3 wicker basket rose,612.8199999999999,0.002992831633277338,97.85393319685535,6,659.0,1.0,Churned,Churned
orange flower mug,612.5099999999999,0.002991317684962472,97.85692451454031,11,263.0,1.0,Churned,Churned
large apothecary measuring jar,612.1600000000001,0.0029896083884779472,97.85991412292879,21,22.0,0.0,Weak,Weak
flying saucer table light in white,611.51,0.0029864339807209703,97.86290055690951,13,486.0,1.0,Churned,Churned
daisy folkart heart decoration,611.38,0.0029857990991695752,97.86588635600867,87,32.0,0.0,Weak,At Risk
pink riviera handbag,611.0699999999999,0.0029842851508547095,97.86887064115953,30,240.0,1.0,Churned,Churned
mini jigsaw go to the fair,610.43,0.002981159580140148,97.87185180073968,86,4.0,0.0,Weak,Weak
"french blue metal door sign, 5",610.11,0.0029795967947828677,97.87483139753446,65,1.0,0.0,Weak,Weak
dotcomgiftshop gift voucher £30.00,610.09,0.0029794991206980375,97.87781089665516,24,98.0,1.0,Churned,Churned
three mini hanging frames,610.0,0.0029790595873163024,97.88078995624248,50,,,Weak,Weak
pastel blue photo album,609.66,0.002977399127874191,97.88376735537035,27,729.0,1.0,Churned,Churned
pastel blue photo album,609.66,0.002977399127874191,97.88376735537035,27,233.0,1.0,Churned,Churned
vintage rose bead bracelet raspberr,609.4300000000001,0.0029762758758986466,97.88674363124625,84,0.0,0.0,Weak,Weak
red polkadot pudding bowl,608.9,0.00297368751265065,97.8897173187589,17,,,Weak,Weak
queen of skies luggage tag,608.48,0.0029716363568692192,97.89268895511577,189,4.0,0.0,Weak,Weak
ass colour glowing tiaras,607.98,0.002969194504748468,97.89565814962052,60,3.0,0.0,Weak,Weak
loo roll  metal sign,607.96,0.002969096830663638,97.89862724645118,77,617.0,1.0,Churned,Churned
floral blue monster,604.58,0.002952589910327361,97.9015798363615,61,21.0,0.0,Weak,Weak
pink love bird candle,603.98,0.0029496596877824593,97.90452949604929,88,10.0,0.0,Weak,Weak
clam shell large,603.0600000000002,0.0029451666798802783,97.90747466272917,22,261.0,1.0,Churned,Churned
"decoupage,greeting card,",602.67,0.0029432620352260914,97.9104179247644,107,147.0,1.0,Churned,Churned
folding umbrella white/red polkadot,602.6600000000001,0.002943213198183677,97.91336113796258,43,,,Weak,Weak
small green peony folding stool,602.6,0.0029429201759291865,97.91630405813851,24,542.0,1.0,Churned,Churned
blue patch pencil case pink heart,601.53,0.002937694612390779,97.91924175275089,50,480.0,1.0,Churned,Churned
heart buttons jewellery box,600.91,0.002934666715761048,97.92217641946665,48,156.0,1.0,Churned,Churned
embroidered ribbon reel ruby,600.55,0.002932908582234107,97.92510932804889,32,3.0,0.0,Weak,Weak
blue heart compact mirror,600.52,0.002932762071106862,97.92804209012,35,88.0,1.0,Churned,Churned
jardin etched glass small bell jar,599.38,0.00292719464827155,97.93096928476827,29,245.0,1.0,Churned,Churned
silver bracelet w pastel flower,599.13,0.002925973722211174,97.93389525849048,41,7.0,0.0,Weak,Weak
flower fairy incense bouquet,598.3100000000001,0.0029219690847331423,97.93681722757522,38,232.0,1.0,Churned,Churned
12 mini toadstool pegs,597.56,0.0029183063065520154,97.93973553388177,95,525.0,1.0,Churned,Churned
classical rose dish,596.94,0.002915278409922285,97.94265081229169,49,437.0,1.0,Churned,Churned
"french blue metal door sign, 4",596.34,0.002912348187377383,97.94556316047907,62,0.0,0.0,Weak,Weak
bathroom scales footprints in sand,595.18,0.0029066830904572404,97.94846984356953,71,15.0,0.0,Weak,Weak
nightingale coathook white,594.3199999999999,0.0029024831048095486,97.95137232667433,61,584.0,1.0,Churned,Churned
assorted shapes photo clip silver,594.28,0.0029022877566398887,97.95427461443097,29,0.0,0.0,Weak,Weak
coffee scent pillar candle,593.33,0.0028976482376104618,97.95717226266858,120,0.0,0.0,Weak,Weak
kitty pencil erasers,593.29,0.0028974528894408014,97.96006971555802,260,1.0,0.0,Weak,At Risk
zinc heart lattice double planter,593.03,0.002896183126338011,97.96296589868436,24,382.0,1.0,Churned,Churned
blue paisley tissue box,592.91,0.0028955970818290307,97.96586149576619,140,1.0,0.0,Weak,Weak
pink/yellow flowers handbag,592.79,0.0028950110373200505,97.96875650680352,89,287.0,1.0,Churned,Churned
pack of 12 dolly girl tissues,592.4499999999999,0.0028933505778779393,97.9716498573814,133,0.0,0.0,Weak,Weak
polka dot pistachio pail,591.6600000000001,0.002889492451527154,97.97453934983292,48,476.0,1.0,Churned,Churned
arched grey mirror,591.58,0.002889101755187833,97.97742845158811,18,604.0,1.0,Churned,Churned
blue painted kashmiri chair,591.5,0.002888711058848513,97.98031716264695,6,126.0,1.0,Churned,Churned
blue  tile hook,591.02,0.0028863668808125917,97.98320352952777,48,2.0,0.0,Weak,Weak
glass sphere candle stand large,590.45,0.002883583169394936,97.98608711269716,14,696.0,1.0,Churned,Churned
blue & white breakfast tray,590.04,0.0028815808506559197,97.98896869354782,59,173.0,1.0,Churned,Churned
blue spotty purse,589.9000000000001,0.00288089713206211,97.99184959067988,70,7.0,0.0,Weak,Weak
"french bottle, brasserie des artist",588.64,0.0028747436647178167,97.9947243343446,65,659.0,1.0,Churned,Churned
potting shed seed tin,587.8,0.0028706413531549547,97.99759497569775,20,661.0,1.0,Churned,Churned
white sage incense,587.52,0.002869273915967334,98.00046424961371,114,0.0,0.0,Weak,Weak
set/4 badges woodland animal,587.08,0.0028671250861010736,98.00333137469981,43,610.0,1.0,Churned,Churned
asstd design pop art slim pen,586.5,0.002864292537641002,98.00619566723745,13,609.0,1.0,Churned,Churned
"french blue metal door sign, 8",586.36,0.0028636088190471917,98.00905927605649,63,7.0,0.0,Weak,Weak
egg cup milkmaid helga,586.31,0.0028633646338351165,98.01192264069033,63,0.0,0.0,Weak,Weak
set 12 vintage doily chalk,586.23,0.0028629739374957967,98.01478561462783,110,0.0,0.0,Weak,Weak
5 strand glass necklace crystal,585.29,0.002858383255508784,98.01764399788334,31,9.0,0.0,Weak,Weak
purple gemstone bracelet,585.1999999999999,0.002857943722127049,98.02050194160547,44,3.0,0.0,Weak,Weak
pack 4 flower/butterfly patches,584.93,0.0028566251219818437,98.02335856672745,89,258.0,1.0,Churned,Churned
light bird house tree decoration,582.85,0.0028464670171595196,98.02620503374462,82,378.0,1.0,Churned,Churned
ceramic birdhouse finch blue  large,581.27,0.002838750764457946,98.02904378450907,39,611.0,1.0,Churned,Churned
squarecushion cover pink union jack,581.23,0.002838555416288286,98.03188233992536,42,,,Weak,Weak
gold ear muff headphones,579.93,0.002832206600774333,98.03471454652613,61,1.0,0.0,Weak,Weak
glass chicken butter dish,579.3100000000001,0.002829178704144602,98.03754372523028,61,526.0,1.0,Churned,Churned
travel card wallet vintage leaf,578.48,0.002825125229624155,98.0403688504599,117,,,Weak,Weak
set/3 polkadot stacking tins,578.46,0.002825027555539325,98.04319387801544,44,,,Weak,Weak
black/white glass/silver bracelet,578.02,0.0028228787256730638,98.04601675674111,34,243.0,1.0,Churned,Churned
conch shell,577.6899999999999,0.002821267103273368,98.04883802384438,19,512.0,1.0,Churned,Churned
"french blue metal door sign, 0",577.51,0.0028203880365098976,98.0516584118809,54,0.0,0.0,Weak,Weak
rustic strawberry jam pot large,577.48,0.002820241525382653,98.05447865340628,38,,,Weak,Weak
easter bunny wreath,575.99,0.002812964806062815,98.05729161821235,36,245.0,1.0,Churned,Churned
jardin etched glass cheese dish,575.45,0.0028103276057724036,98.06010194581812,40,,,Weak,Weak
glass twist bon bon jar,575.25,0.002809350864924103,98.06291129668304,24,3.0,0.0,Weak,Weak
6pc wood plate set disposable,574.88,0.0028075438943547474,98.06571884057739,38,9.0,0.0,Weak,Weak
small oriental red folding stool,574.71,0.0028067136646336924,98.06852555424203,21,598.0,1.0,Churned,Churned
round cactus candle,574.48,0.0028055904126581465,98.07133114465469,46,22.0,0.0,Weak,Weak
assorted colour lizard suction hook,572.7,0.002796897419108273,98.0741280420738,74,1.0,0.0,Weak,Weak
"french blue metal door sign, 9",572.58,0.0027963113745992927,98.07692435344839,54,0.0,0.0,Weak,Weak
origami rose incense in tube,572.4,0.002795432307835822,98.07971978575623,31,185.0,1.0,Churned,Churned
frog king watering can,571.71,0.0027920625519091856,98.08251184830813,62,325.0,1.0,Churned,Churned
wake up cockerel calendar sign,571.0,0.002788595121897719,98.08530044343003,62,6.0,0.0,Weak,Weak
blue spotty passport cover,570.85,0.0027878625662614938,98.0880883059963,88,0.0,0.0,Weak,Weak
the king gift bag,570.43,0.0027858114104800627,98.09087411740677,30,87.0,1.0,Churned,Churned
hanging wood and felt heart,570.09,0.0027841509510379524,98.09365826835781,208,9.0,0.0,Weak,At Risk
"white pearl beaded heart, small",569.16,0.002779609106093355,98.09643787746391,75,466.0,1.0,Churned,Churned
candy spot heart decoration,568.73,0.0027775091132695093,98.09921538657719,152,118.0,1.0,Churned,Churned
laurel star antique silver,568.6,0.002776874231718114,98.1019922608089,61,1.0,0.0,Weak,Weak
white candystuft artificial flower,568.02,0.0027740416832580427,98.10476630249215,32,3.0,0.0,Weak,Weak
scented candle in digitalis tin,567.55,0.0027717463422645364,98.10753804883441,54,59.0,0.0,Weak,At Risk
watering can single hook pistachio,567.48,0.0027714044829676315,98.11030945331738,39,366.0,1.0,Churned,Churned
enamel collander cream,567.12,0.002769646349440691,98.11307909966682,23,1.0,0.0,Weak,Weak
wrap blue reindeer,567.0,0.0027690603049317104,98.11584815997175,43,399.0,1.0,Churned,Churned
eau de nil love bird candle,566.82,0.0027681812381682405,98.11861634120991,71,0.0,0.0,Weak,Weak
teacup and saucer regency roses,566.7,0.00276759519365926,98.12138393640357,14,,,Weak,Weak
retro spot candle  medium,566.22,0.002765251015623339,98.12414918741919,36,0.0,0.0,Weak,Weak
garage key fob,565.81,0.0027632486968843227,98.12691243611607,147,,,Weak,Weak
yellow breakfast cup and saucer,563.43,0.0027516254807895477,98.12966406159686,43,149.0,1.0,Churned,Churned
pack of 12 vintage leaf tissues,562.88,0.0027489394434567216,98.1324130010403,80,0.0,0.0,Weak,Weak
tree t-light holder willie winkie,562.22,0.00274571619865733,98.13515871723897,44,0.0,0.0,Weak,Weak
vintage coffee grinder box,561.23,0.0027408813314582434,98.13789959857043,30,0.0,0.0,Weak,Weak
asstd hearts design mugs,561.05,0.0027400022646947722,98.14063960083513,9,701.0,1.0,Churned,Churned
cinnamon scented votive candle,561.04,0.002739953427652358,98.14337955426278,68,2.0,0.0,Weak,Weak
red rose and lace c/cover,560.5,0.0027373162273619466,98.14611687049015,48,368.0,1.0,Churned,Churned
teatime gel pens asst,560.48,0.002737218553277117,98.14885408904343,32,198.0,1.0,Churned,Churned
"french blue metal door sign, 7",560.05,0.0027351185604532705,98.15158920760388,58,2.0,0.0,Weak,Weak
party time pencil erasers,559.54,0.0027326278712901044,98.15432183547517,236,1.0,0.0,Weak,At Risk
candy spot apron,559.28,0.002731358108187314,98.15705319358337,53,379.0,1.0,Churned,Churned
pin cushion babushka blue,558.28,0.0027264744039458117,98.15977966798731,59,,,Weak,Weak
keep out girls door hanger,557.49,0.0027226162775950253,98.1625022842649,58,359.0,1.0,Churned,Churned
s/3 pink square planters roses,557.4799999999999,0.00272256744055261,98.16522485170546,31,261.0,1.0,Churned,Churned
set of 36 doilies vintage christmas,557.4,0.00272217674421329,98.16794702844967,2,,,Weak,Weak
set 4 valentine decoupage heart box,557.33,0.0027218348849163848,98.1706688633346,64,,,Weak,Weak
pack 3 fire engine/car patches,557.18,0.0027211023292801595,98.17338996566387,76,262.0,1.0,Churned,Churned
