StockCode,Description,total_revenue,total_quantity_sold,total_transactions,Revenue_per_Transaction,first_sale_date,last_sale_date,product_lifetime_days,Lifetime_Tier,days_since_last_sale,Activity_Status,is_churned,Churn_Status,segment,Revenue_Tier
17129F,deep blue glass gems in bag,794.4599999999999,669,64,12.413437499999999,2009-12-04 09:43:00,2010-07-12 10:54:00,220,Medium,150,Inactive,1,Churned,Churned,Medium
,t-light holder sweetheart hanging,794.34,408,61,13.021967213114754,2010-10-17 12:03:00,2010-12-09 13:08:00,53,Short,0,Active,0,Active,Weak,Medium
,mirror mosaic votive holder,794.11,496,51,15.57078431372549,2009-12-01 18:07:00,2010-12-07 15:28:00,370,Medium,2,Active,0,Active,Weak,Medium
84625D,white newbaroque candlestick candle,793.34,650,51,15.555686274509805,2009-12-03 20:03:00,2010-11-17 13:53:00,348,Medium,22,Active,0,Active,Weak,Medium
,cosy slipper shoes small green,793.0200000000001,255,70,11.328857142857144,2009-12-02 11:33:00,2010-12-08 16:48:00,371,Medium,1,Active,0,Active,Weak,Medium
46776F,woven rose garden cushion cover,792.61,277,68,11.656029411764706,2009-12-03 13:32:00,2010-11-29 16:41:00,361,Medium,10,Active,0,Active,Weak,Medium
45008C,decorative net canopy cream,792.0699999999999,83,34,23.296176470588232,2009-12-03 18:13:00,2010-07-14 14:30:00,222,Medium,148,Inactive,1,Churned,Churned,Medium
,cushion cover pink union flag,792.0600000000001,120,28,28.287857142857145,2010-10-17 10:42:00,2010-11-08 11:54:00,22,Short,31,At Risk,0,Active,At Risk,Medium
,spots mug,790.6999999999999,437,21,37.65238095238095,2010-01-11 09:38:00,2010-08-26 12:56:00,227,Medium,105,Inactive,1,Churned,Churned,Medium
,green cat floral cushion cover,790.05,348,50,15.800999999999998,2009-12-07 13:35:00,2010-12-01 17:06:00,359,Medium,8,Active,0,Active,Weak,Medium
,retro spot candle  large,789.26,295,49,16.10734693877551,2009-12-02 10:09:00,2010-09-12 15:36:00,284,Medium,88,Inactive,1,Churned,Churned,Medium
85017A,envelope 50 romantic images,786.2199999999999,1150,171,4.597777777777777,2009-12-01 14:28:00,2010-12-07 15:28:00,371,Medium,2,Active,0,Active,At Risk,Medium
85131A,beaded pearl heart white on stick,785.4,1086,84,9.35,2009-12-03 12:27:00,2010-12-06 16:57:00,368,Medium,3,Active,0,Active,Weak,Medium
,sweeties  stickers,785.18,856,130,6.039846153846153,2009-12-01 14:28:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,At Risk,Medium
,door mat neighbourhood witch,783.87,96,52,15.074423076923077,2010-02-01 17:13:00,2010-07-02 08:26:00,150,Medium,160,Inactive,1,Churned,Churned,Medium
,small medina stamped metal bowl,783.64,964,61,12.84655737704918,2009-12-01 13:29:00,2010-12-09 14:28:00,373,Medium,0,Active,0,Active,Weak,Medium
,birthday banquet gift wrap,783.3,1865,71,11.032394366197183,2009-12-04 08:40:00,2010-12-08 10:38:00,369,Medium,1,Active,0,Active,Weak,Medium
,decorative rose bathroom bottle,782.8199999999999,493,152,5.150131578947368,2009-12-01 14:28:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,At Risk,Medium
,urban chic chopsticks set/5,782.18,407,57,13.722456140350877,2009-12-01 11:45:00,2010-03-17 12:54:00,106,Medium,267,Inactive,1,Churned,Churned,Medium
,12 pencils tall tube posy,781.6899999999999,2090,78,10.021666666666667,2009-12-01 11:37:00,2010-12-06 12:55:00,370,Medium,3,Active,0,Active,Weak,Medium
85025C,pink heart shape photo frame,781.62,407,91,8.589230769230769,2009-12-02 15:41:00,2010-12-08 12:17:00,370,Medium,1,Active,0,Active,Weak,Medium
,apron modern vintage cotton,781.1700000000001,185,51,15.317058823529413,2009-12-07 15:42:00,2010-11-29 09:46:00,356,Medium,10,Active,0,Active,Weak,Medium
,moroccan beaten metal dish large,780.94,98,22,35.49727272727273,2009-12-06 10:26:00,2010-11-22 13:59:00,351,Medium,17,Active,0,Active,Weak,Medium
84534B,fairy cake notebook a5 size,780.5,821,189,4.12962962962963,2009-12-01 14:19:00,2010-12-09 13:14:00,372,Medium,0,Active,0,Active,At Risk,Medium
,glass sphere candle stand medium,780.34,247,41,19.03268292682927,2009-12-13 11:05:00,2010-12-09 16:27:00,361,Medium,0,Active,0,Active,Weak,Medium
,crazy daisy heart decoration,779.0500000000001,1151,52,14.98173076923077,2009-12-04 09:43:00,2010-12-09 14:09:00,370,Medium,0,Active,0,Active,Weak,Medium
,funky monkey mug,778.64,742,95,8.19621052631579,2009-12-01 12:18:00,2010-12-05 15:12:00,369,Medium,4,Active,0,Active,Weak,Medium
84029C,brown furry hot water bottle,773.97,205,49,15.79530612244898,2009-12-01 12:57:00,2010-01-05 09:29:00,34,Short,338,Inactive,1,Churned,Churned,Medium
,white soap rack with 2 bottles,773.16,110,63,12.272380952380951,2009-12-07 17:56:00,2010-12-09 16:08:00,366,Medium,0,Active,0,Active,Weak,Medium
,pink polkadot wrap,773.0,1950,52,14.865384615384615,2010-09-23 12:33:00,2010-12-06 14:46:00,74,Short,3,Active,0,Active,Weak,Medium
,mini jigsaw bake a cake,772.97,1845,68,11.367205882352941,2010-03-26 13:46:00,2010-12-08 16:49:00,257,Medium,1,Active,0,Active,Weak,Medium
82613D,metal sign cupcake single hook,772.72,500,167,4.6270658682634735,2009-12-01 11:21:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,At Risk,Medium
,small kitchen flower pots plaque,770.05,350,32,24.0640625,2009-12-03 14:39:00,2010-11-29 16:41:00,361,Medium,10,Active,0,Active,Weak,Medium
,cake stand victorian filigree small,769.5500000000001,197,56,13.741964285714287,2009-12-02 16:49:00,2010-12-09 14:09:00,371,Medium,0,Active,0,Active,Weak,Medium
,ivory hanging bird planter,768.8499999999999,276,61,12.604098360655737,2009-12-03 16:54:00,2010-09-16 19:43:00,287,Medium,84,Inactive,1,Churned,Churned,Medium
85039A,set/4 red mini rose candle in bowl,768.03,787,114,6.737105263157894,2009-12-01 14:28:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,At Risk,Medium
,ceramic birdhouse red roof large,767.75,167,22,34.89772727272727,2009-12-01 13:31:00,2010-01-21 14:30:00,51,Short,322,Inactive,1,Churned,Churned,Medium
,sunflower decorative parasol,767.65,50,30,25.58833333333333,2009-12-04 09:43:00,2010-11-09 14:48:00,340,Medium,30,Active,0,Active,Weak,Medium
72755C,flower fairy oil burner set rose,767.0,592,14,54.785714285714285,2009-12-22 12:01:00,2010-03-26 14:29:00,94,Short,258,Inactive,1,Churned,Churned,Medium
,skulls storage box small,766.5799999999999,421,85,9.018588235294116,2009-12-03 12:28:00,2010-12-07 15:31:00,369,Medium,2,Active,0,Active,Weak,Medium
,set/4 badges balloon girl,766.48,580,92,8.331304347826087,2009-12-04 09:43:00,2010-12-08 14:25:00,369,Medium,1,Active,0,Active,Weak,Medium
,pink butterfly washbag,765.93,333,11,69.63,2009-12-03 13:42:00,2010-11-22 11:25:00,353,Medium,17,Active,0,Active,Weak,Medium
84925F,psychedelic wall thermometer,765.73,636,21,36.46333333333333,2010-01-12 15:57:00,2010-12-06 15:13:00,327,Medium,3,Active,0,Active,Weak,Medium
,fruit tree and birds wall plaque,765.58,248,26,29.44538461538462,2009-12-16 12:11:00,2010-11-29 16:41:00,348,Medium,10,Active,0,Active,Weak,Medium
,red daisy pocket book,765.11,5202,48,15.939791666666666,2009-12-07 11:19:00,2010-12-06 12:15:00,364,Medium,3,Active,0,Active,Weak,Medium
,pink butterfly cushion cover,763.61,224,79,9.665949367088608,2010-03-02 10:49:00,2010-11-14 16:12:00,257,Medium,25,Active,0,Active,Weak,Medium
84963A,pink painted kashmiri chair,763.35,23,9,84.81666666666666,2010-02-02 16:07:00,2010-12-05 11:57:00,305,Medium,4,Active,0,Active,Weak,Medium
35811A,enamel pink sugar container,762.97,434,84,9.082976190476192,2009-12-03 12:10:00,2010-10-08 12:18:00,309,Medium,62,Inactive,1,Churned,Churned,Medium
,mini funky design tapes,761.66,853,81,9.40320987654321,2009-12-01 14:28:00,2010-12-08 15:38:00,372,Medium,1,Active,0,Active,Weak,Medium
,mini paint set vintage  boy+ girl,761.4,1260,18,42.3,2010-05-06 14:15:00,2010-08-19 12:18:00,104,Medium,112,Inactive,1,Churned,Churned,Medium
84762C,green picnic barbecue bucket,761.25,105,43,17.703488372093023,2009-12-07 18:02:00,2010-05-21 15:24:00,164,Medium,202,Inactive,1,Churned,Churned,Medium
,red retrospot cup,760.79,853,98,7.763163265306122,2010-09-27 11:41:00,2010-12-09 15:23:00,73,Short,0,Active,0,Active,Weak,Medium
,set/3 pot plant candles,760.61,129,42,18.109761904761903,2009-12-02 09:47:00,2010-11-28 14:57:00,361,Medium,11,Active,0,Active,Weak,Medium
,french style embossed heart cabinet,759.91,29,27,28.144814814814815,2009-12-08 14:56:00,2010-12-05 15:12:00,362,Medium,4,Active,0,Active,Weak,Medium
,small round cut glass candlestick,759.8,152,31,24.509677419354837,2009-12-01 15:36:00,2010-12-08 14:25:00,371,Medium,1,Active,0,Active,Weak,Medium
,pink rose fabric mirror,759.73,809,96,7.913854166666667,2009-12-01 12:47:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Weak,Medium
,danish rose bedside cabinet,759.0,20,10,75.9,2009-12-21 17:14:00,2010-11-17 11:45:00,330,Medium,22,Active,0,Active,Weak,Medium
,card birthday cowboy,759.0,1828,139,5.460431654676259,2010-05-28 16:36:00,2010-12-08 14:25:00,193,Medium,1,Active,0,Active,At Risk,Medium
16244B,maxwell 2 tone blue 60 page photo a,757.17,338,26,29.121923076923075,2009-12-03 14:39:00,2010-08-05 13:31:00,244,Medium,126,Inactive,1,Churned,Churned,Medium
,red retrospot plate,756.49,397,72,10.506805555555555,2010-09-23 11:58:00,2010-12-09 16:10:00,77,Short,0,Active,0,Active,Weak,Medium
,edwardian 2 drawer wall cabinet,755.8,52,14,53.98571428571428,2009-12-14 15:38:00,2010-03-03 12:31:00,78,Short,281,Inactive,1,Churned,Churned,Medium
,wrap christmas screen print,755.75,2525,83,9.105421686746988,2009-12-02 10:58:00,2010-12-03 14:04:00,366,Medium,6,Active,0,Active,Weak,Medium
84569D,pack 6 heart/ice-cream patches,755.69,577,86,8.787093023255814,2009-12-03 07:25:00,2010-12-07 15:28:00,369,Medium,2,Active,0,Active,Weak,Medium
,blue calculator ruler,755.1,592,96,7.8656250000000005,2009-12-02 11:52:00,2010-12-09 13:34:00,372,Medium,0,Active,0,Active,Weak,Medium
47581B,fairy cake wicker picnic basket,753.77,46,36,20.938055555555554,2009-12-08 15:49:00,2010-05-25 17:17:00,168,Medium,198,Inactive,1,Churned,Churned,Medium
,large yellow babushka notebook,753.2,616,99,7.608080808080809,2010-08-08 15:53:00,2010-12-09 13:03:00,122,Medium,0,Active,0,Active,Weak,Medium
,multi hearts  stickers,751.72,868,119,6.3169747899159665,2009-12-01 11:51:00,2010-12-08 14:25:00,372,Medium,1,Active,0,Active,At Risk,Medium
17165B,ass col large sand gecko p'weight,751.6800000000001,810,57,13.187368421052632,2009-12-01 12:56:00,2010-10-10 11:41:00,312,Medium,60,At Risk,0,Active,At Risk,Medium
,green rose quilt,750.48,14,12,62.54,2010-01-11 09:35:00,2010-03-24 12:04:00,72,Short,260,Inactive,1,Churned,Churned,Medium
,pink round butterfly mirror,748.48,240,21,35.64190476190476,2009-12-08 12:38:00,2010-04-12 16:38:00,125,Medium,241,Inactive,1,Churned,Churned,Medium
,paperweight vintage collage,747.79,329,53,14.109245283018867,2010-03-26 13:46:00,2010-12-07 18:36:00,256,Medium,2,Active,0,Active,Weak,Medium
79030G,"tumbler, new england",745.4799999999999,351,56,13.312142857142856,2009-12-02 15:04:00,2010-12-06 12:34:00,368,Medium,3,Active,0,Active,Weak,Medium
,blue polkadot kids bag,745.2099999999999,299,82,9.08792682926829,2009-12-01 14:28:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Weak,Medium
,retro spot candle  small,744.75,408,60,12.4125,2009-12-01 14:28:00,2010-08-02 14:33:00,244,Medium,129,Inactive,1,Churned,Churned,Medium
72800A,s/4 black dinner candle silver floc,743.26,674,46,16.157826086956522,2009-12-01 14:28:00,2010-05-16 12:51:00,165,Medium,207,Inactive,1,Churned,Churned,Medium
,pocket bag pink paisely brown spot,742.9,412,64,11.6078125,2009-12-01 12:47:00,2010-12-06 10:03:00,369,Medium,3,Active,0,Active,Weak,Medium
,"french blue metal door sign, 1",742.67,577,79,9.400886075949366,2010-08-17 11:21:00,2010-11-10 16:40:00,85,Short,29,Active,0,Active,Weak,Medium
,french emroidr lavender scent heart,741.6,341,67,11.06865671641791,2009-12-02 13:00:00,2010-11-25 15:19:00,358,Medium,14,Active,0,Active,Weak,Medium
,blue polkadot bowl,740.1,595,70,10.572857142857144,2010-09-26 11:22:00,2010-12-09 09:34:00,73,Short,0,Active,0,Active,Weak,Medium
,egg cup natural chicken,738.72,590,80,9.234,2009-12-02 14:43:00,2010-12-09 14:09:00,371,Medium,0,Active,0,Active,Weak,Medium
85194L,hanging spring flower egg large,737.74,871,74,9.96945945945946,2009-12-07 11:46:00,2010-11-29 11:51:00,357,Medium,10,Active,0,Active,Weak,Medium
,pink yellow patch cushion cover,735.9000000000001,354,8,91.98750000000001,2010-03-02 13:25:00,2010-11-07 15:49:00,250,Medium,32,At Risk,0,Active,At Risk,Medium
,blue gingham rose cushion cover,734.71,119,49,14.994081632653062,2009-12-02 13:39:00,2010-11-14 12:36:00,346,Medium,25,Active,0,Active,Weak,Medium
,mirrored wall art photo frames,733.4,158,35,20.954285714285714,2009-12-10 10:47:00,2010-12-06 16:57:00,361,Medium,3,Active,0,Active,Weak,Medium
,s/2 beach hut treasure chests,732.95,309,38,19.288157894736845,2009-12-18 12:33:00,2010-11-18 15:34:00,335,Medium,21,Active,0,Active,Weak,Medium
,french enamel candleholder,732.73,344,65,11.272769230769232,2009-12-01 12:02:00,2010-12-09 11:28:00,372,Medium,0,Active,0,Active,Weak,Medium
,flying pig watering can,732.59,274,61,12.009672131147541,2009-12-08 15:49:00,2010-12-09 14:09:00,365,Medium,0,Active,0,Active,Weak,Medium
,vintage bead pink shade,731.99,550,72,10.166527777777778,2009-12-08 15:49:00,2010-11-16 15:24:00,342,Medium,23,Active,0,Active,Weak,Medium
ADJUST2,adjustment by peter on jun 25 2010,731.0500000000001,3,3,243.68333333333337,2010-06-25 14:15:00,2010-06-25 14:15:00,0,Short,167,Inactive,1,Churned,Churned,Medium
,vintage photo album paris days,731.02,100,45,16.244888888888887,2009-12-03 14:39:00,2010-12-03 14:35:00,364,Medium,6,Active,0,Active,Weak,Medium
,hanging bauble t-light holder large,730.39,238,66,11.066515151515151,2009-12-01 13:29:00,2010-12-05 12:42:00,368,Medium,4,Active,0,Active,Weak,Medium
47503F,ass floral print torch,729.9499999999999,2567,11,66.35909090909091,2009-12-02 11:33:00,2010-03-09 13:26:00,97,Short,275,Inactive,1,Churned,Churned,Medium
,magazine rack gebra assorted,729.61,538,14,52.115,2009-12-03 14:39:00,2010-12-08 13:53:00,369,Medium,1,Active,0,Active,Weak,Medium
,set of skull wall stickers,729.08,309,41,17.782439024390246,2009-12-03 14:39:00,2010-12-03 12:24:00,364,Medium,6,Active,0,Active,Weak,Medium
72800B,s/4 purple dinner candle blk flock,728.6700000000001,650,34,21.431470588235296,2009-12-04 13:41:00,2010-07-29 17:03:00,237,Medium,133,Inactive,1,Churned,Churned,Medium
,glitter christmas tree,728.33,854,79,9.219367088607596,2009-12-01 11:45:00,2010-12-08 15:56:00,372,Medium,1,Active,0,Active,Weak,Medium
,olive chalet birdfeeder,727.9300000000001,257,26,27.997307692307693,2009-12-04 09:43:00,2010-03-30 13:35:00,116,Medium,254,Inactive,1,Churned,Churned,Medium
90175A,white glass chunky charm bracelet,727.77,81,38,19.151842105263157,2009-12-01 10:59:00,2010-12-05 10:54:00,368,Medium,4,Active,0,Active,Weak,Medium
,noel garland painted zinc,727.1999999999999,402,57,12.757894736842104,2009-12-01 14:56:00,2010-12-06 10:08:00,369,Medium,3,Active,0,Active,Weak,Medium
,fluted antique candle holder,726.97,811,71,10.239014084507042,2010-10-22 13:11:00,2010-12-08 14:25:00,47,Short,1,Active,0,Active,Weak,Medium
,camouflage ear muff headphones,726.38,116,63,11.52984126984127,2009-12-01 11:45:00,2010-12-07 14:57:00,371,Medium,2,Active,0,Active,Weak,Medium
,rose du sud cushion cover,726.3,142,62,11.714516129032257,2009-12-08 16:09:00,2010-11-18 13:27:00,344,Medium,21,Active,0,Active,Weak,Medium
84509B,fairy cake placemats,725.49,189,47,15.43595744680851,2009-12-02 09:21:00,2010-02-16 10:55:00,76,Short,296,Inactive,1,Churned,Churned,Medium
,blue  spotty pudding bowl,723.55,2679,28,25.84107142857143,2010-01-08 16:29:00,2010-09-09 14:48:00,243,Medium,91,Inactive,1,Churned,Churned,Medium
,christmas tree painted zinc,723.54,1083,66,10.962727272727273,2009-12-02 09:35:00,2010-12-08 14:25:00,371,Medium,1,Active,0,Active,Weak,Medium
84971L,large heart flowers hook,723.51,585,58,12.474310344827586,2009-12-01 11:37:00,2010-04-07 12:45:00,127,Medium,246,Inactive,1,Churned,Churned,Medium
,mirror mosaic hurricane lamp,721.96,166,36,20.054444444444446,2010-01-15 12:38:00,2010-12-09 14:09:00,328,Medium,0,Active,0,Active,Weak,Medium
,vintage keepsake box pink flower,721.45,72,52,13.874038461538463,2009-12-01 13:16:00,2010-08-27 15:49:00,269,Medium,104,Inactive,1,Churned,Churned,Medium
,beach hut photo frame,720.6999999999999,609,40,18.0175,2009-12-01 13:29:00,2010-06-04 15:50:00,185,Medium,188,Inactive,1,Churned,Churned,Medium
,t-light holder white lace,719.5,818,49,14.683673469387756,2009-12-02 10:51:00,2010-12-03 11:36:00,366,Medium,6,Active,0,Active,Weak,Medium
,"decoration , wobbly chicken, metal",718.89,546,41,17.53390243902439,2009-12-03 12:28:00,2010-06-01 13:49:00,180,Medium,191,Inactive,1,Churned,Churned,Medium
,magic drawing slate leap frog,718.4,1751,106,6.777358490566037,2010-03-28 13:38:00,2010-12-08 14:22:00,255,Medium,1,Active,0,Active,Weak,Medium
,folkart bauble christmas decoration,717.99,1352,46,15.608478260869566,2009-12-01 09:57:00,2010-11-25 13:51:00,359,Medium,14,Active,0,Active,Weak,Medium
85124B,blue juicy fruit photo frame,717.79,275,68,10.555735294117646,2009-12-08 09:35:00,2010-12-05 15:38:00,362,Medium,4,Active,0,Active,Weak,Medium
,ridged glass storage jar cream lid,714.6,169,52,13.742307692307692,2009-12-03 17:12:00,2010-12-05 12:42:00,366,Medium,4,Active,0,Active,Weak,Medium
,set/20 collage paper napkin,714.55,843,92,7.7668478260869565,2009-12-02 17:18:00,2010-03-16 13:28:00,103,Medium,268,Inactive,1,Churned,Churned,Medium
,zinc heart lattice planter bowl,713.8000000000001,820,23,31.034782608695654,2010-01-06 10:53:00,2010-11-11 15:09:00,309,Medium,28,Active,0,Active,Weak,Medium
,painted bird assorted christmas,712.9100000000001,410,42,16.97404761904762,2009-12-01 11:37:00,2010-09-13 12:56:00,286,Medium,87,Inactive,1,Churned,Churned,Medium
,cupid design scented candles,708.21,484,54,13.115,2009-12-04 09:43:00,2010-12-09 16:08:00,370,Medium,0,Active,0,Active,Weak,Medium
,200 bendy skull straws,707.95,611,67,10.566417910447761,2009-12-09 14:02:00,2010-12-05 10:45:00,360,Medium,4,Active,0,Active,Weak,Medium
46776B,woven berries cushion cover,706.4,271,68,10.388235294117647,2009-12-03 19:23:00,2010-12-07 15:28:00,368,Medium,2,Active,0,Active,Weak,Medium
,louvre vanity mirror,705.9,132,6,117.64999999999999,2009-12-06 15:41:00,2010-01-12 15:57:00,37,Short,331,Inactive,1,Churned,Churned,Medium
,beach hut shelf w 3 drawers,703.63,233,42,16.753095238095238,2009-12-03 12:31:00,2010-11-29 16:41:00,361,Medium,10,Active,0,Active,Weak,Medium
,candy button photo album,703.54,302,26,27.05923076923077,2009-12-09 11:58:00,2010-04-23 11:12:00,134,Medium,230,Inactive,1,Churned,Churned,Medium
84536B,fairy cakes notebook a7 size,702.25,1457,238,2.9506302521008405,2009-12-01 14:19:00,2010-12-09 16:26:00,373,Medium,0,Active,0,Active,At Risk,Medium
,table lamp white shade wood base,702.0699999999999,139,22,31.912272727272725,2009-12-01 13:47:00,2010-12-09 13:14:00,372,Medium,0,Active,0,Active,Weak,Medium
,gold standing gnome,700.84,170,21,33.373333333333335,2009-12-07 17:56:00,2010-11-10 14:48:00,337,Medium,29,Active,0,Active,Weak,Medium
,glitter christmas tree with bells,700.76,350,49,14.301224489795919,2009-12-01 13:07:00,2010-12-09 17:27:00,373,Medium,0,Active,0,Active,Weak,Medium
,gingham rose wrap,698.8,1740,51,13.701960784313725,2010-09-07 10:59:00,2010-12-08 12:41:00,92,Short,1,Active,0,Active,Weak,Medium
,red heart luggage tag,698.36,514,125,5.58688,2009-12-02 12:39:00,2010-12-08 14:25:00,371,Medium,1,Active,0,Active,At Risk,Medium
,daisy notebook,698.01,3472,51,13.686470588235293,2009-12-06 13:29:00,2010-12-08 14:25:00,367,Medium,1,Active,0,Active,Weak,Medium
,cosy slipper shoes large red,698.01,201,66,10.575909090909091,2009-12-01 12:47:00,2010-05-30 15:27:00,180,Medium,193,Inactive,1,Churned,Churned,Medium
85017C,envelope 50 curious images,697.75,1043,110,6.343181818181818,2009-12-01 14:28:00,2010-12-05 16:41:00,369,Medium,4,Active,0,Active,At Risk,Medium
,flag of st george,697.43,468,42,16.60547619047619,2010-01-15 12:22:00,2010-11-16 18:18:00,305,Medium,23,Active,0,Active,Weak,Medium
85231E,strawberry scented set/9 t-lights,696.89,836,107,6.512990654205607,2009-12-01 11:58:00,2010-06-13 13:30:00,194,Medium,179,Inactive,1,Churned,Churned,Medium
,dinosaur birthday card,695.11,1649,135,5.148962962962963,2009-12-01 11:51:00,2010-10-04 14:30:00,307,Medium,66,Inactive,1,Churned,Churned,Medium
,doorstop racing car design,694.08,264,36,19.28,2010-03-12 11:19:00,2010-12-07 18:36:00,270,Medium,2,Active,0,Active,Weak,Medium
,"retro ""tea for one""",694.01,127,44,15.772954545454546,2009-12-03 13:03:00,2010-12-09 16:52:00,371,Medium,0,Active,0,Active,Weak,Medium
72755D,flower fairy oil burner set summer,693.25,533,13,53.32692307692308,2009-12-04 09:49:00,2010-03-26 14:29:00,112,Medium,258,Inactive,1,Churned,Churned,Medium
,hello sailor bathroom set,691.65,1491,26,26.601923076923075,2009-12-07 17:56:00,2010-11-15 12:43:00,342,Medium,24,Active,0,Active,Weak,Medium
,pink patch pencil case blue heart,691.1400000000001,325,37,18.679459459459462,2009-12-02 14:43:00,2010-06-30 08:36:00,209,Medium,162,Inactive,1,Churned,Churned,Medium
72753A,s/3 flwr fairy lilly candles,690.24,315,14,49.30285714285714,2009-12-01 13:50:00,2010-01-27 12:39:00,56,Short,316,Inactive,1,Churned,Churned,Medium
,christmas musical zinc tree,689.9,805,51,13.527450980392157,2010-07-26 09:50:00,2010-12-09 14:08:00,136,Medium,0,Active,0,Active,Weak,Medium
,metal decoration naughty children,689.4799999999999,644,54,12.768148148148146,2010-09-16 09:54:00,2010-12-09 14:49:00,84,Short,0,Active,0,Active,Weak,Medium
84247E,pack/12 xmas fun card,688.8100000000001,239,51,13.50607843137255,2010-06-30 15:35:00,2010-12-08 12:46:00,160,Medium,1,Active,0,Active,Weak,Medium
85136A,yellow shark helicopter,688.7,84,64,10.7609375,2009-12-01 14:28:00,2010-12-08 15:17:00,372,Medium,1,Active,0,Active,Weak,Medium
,jigsaw toadstools 3 piece,688.13,403,73,9.426438356164384,2009-12-01 11:50:00,2010-11-24 14:29:00,358,Medium,15,Active,0,Active,Weak,Medium
,french garden sign blue metal,687.69,556,68,10.113088235294118,2010-08-17 11:21:00,2010-12-09 12:05:00,114,Medium,0,Active,0,Active,Weak,Medium
,set of 6 ice cream skittles,687.69,225,44,15.629318181818183,2009-12-07 17:56:00,2010-11-29 14:21:00,356,Medium,10,Active,0,Active,Weak,Medium
90200C,blue sweetheart bracelet,684.41,161,76,9.005394736842105,2009-12-01 10:49:00,2010-12-08 14:25:00,372,Medium,1,Active,0,Active,Weak,Medium
,mini jigsaw purdey,683.68,1606,87,7.8583908045977005,2010-04-08 16:45:00,2010-12-08 14:25:00,243,Medium,1,Active,0,Active,Weak,Medium
37492D,purple green flower piggy bank,682.99,361,26,26.268846153846155,2009-12-04 14:37:00,2010-05-21 09:40:00,167,Medium,202,Inactive,1,Churned,Churned,Medium
,"bread bin, diner style, ivory",682.75,45,10,68.275,2010-10-14 09:44:00,2010-12-05 15:40:00,52,Short,4,Active,0,Active,Weak,Medium
,cupboard 3 drawer ma campagne,682.0699999999999,45,26,26.233461538461537,2010-10-10 14:17:00,2010-12-09 14:25:00,60,Short,0,Active,0,Active,Weak,Medium
84625A,pink new baroquecandlestick candle,682.01,383,47,14.510851063829787,2009-12-03 20:03:00,2010-12-09 10:45:00,370,Medium,0,Active,0,Active,Weak,Medium
90200D,pink sweetheart bracelet,680.9,160,77,8.842857142857143,2009-12-01 10:49:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Weak,Medium
,ridged glass pendant lampshade,680.85,43,9,75.65,2009-12-07 13:49:00,2010-03-10 10:53:00,92,Short,274,Inactive,1,Churned,Churned,Medium
,vintage shells print,680.46,88,50,13.609200000000001,2009-12-10 20:16:00,2010-12-08 14:25:00,362,Medium,1,Active,0,Active,Weak,Medium
84313B,blue tv tray table,679.39,102,46,14.769347826086957,2009-12-01 14:28:00,2010-12-08 14:25:00,371,Medium,1,Active,0,Active,Weak,Medium
,small square cut glass candlestick,678.9200000000001,102,35,19.397714285714287,2009-12-01 14:50:00,2010-12-09 15:29:00,373,Medium,0,Active,0,Active,Weak,Medium
,bunny wooden painted with bird,678.8199999999999,727,128,5.3032812499999995,2009-12-03 10:20:00,2010-11-22 11:57:00,354,Medium,17,Active,0,Active,At Risk,Medium
,faux fur chocolate throw,678.36,33,18,37.68666666666667,2010-10-28 14:15:00,2010-12-06 10:08:00,38,Short,3,Active,0,Active,Weak,Medium
,party pizza dish red retrospot,678.34,835,61,11.12032786885246,2010-04-07 10:59:00,2010-12-08 12:45:00,245,Medium,1,Active,0,Active,Weak,Medium
,hippy chic decorative parasol,675.74,52,27,25.02740740740741,2009-12-09 13:16:00,2010-11-21 16:15:00,347,Medium,18,Active,0,Active,Weak,Medium
,mr robot soft toy,673.72,145,36,18.714444444444446,2009-12-06 11:27:00,2010-11-15 17:37:00,344,Medium,24,Active,0,Active,Weak,Medium
,set of picture frame  stickers,670.1800000000001,207,64,10.471562500000001,2009-12-02 12:06:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Weak,Medium
,robin christmas card,669.73,1610,91,7.35967032967033,2009-12-01 13:29:00,2010-12-05 13:03:00,368,Medium,4,Active,0,Active,Weak,Medium
72023F,red organic candle in glass,669.62,640,49,13.665714285714285,2009-12-01 14:35:00,2010-08-08 14:51:00,250,Medium,123,Inactive,1,Churned,Churned,Medium
85071B,red charlie+lola personal doorsign,668.3399999999999,1146,41,16.300975609756094,2009-12-01 10:49:00,2010-12-01 09:37:00,364,Medium,8,Active,0,Active,Weak,Medium
,blue rose fabric mirror,667.99,687,105,6.361809523809524,2009-12-01 12:47:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Weak,Medium
84341B,small pink magic christmas tree,667.6899999999999,1141,89,7.5021348314606735,2009-12-01 14:14:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,Weak,Medium
72750B,flower fairy set 3 candles lavender,666.85,303,30,22.228333333333335,2010-04-12 17:23:00,2010-11-11 15:43:00,212,Medium,28,Active,0,Active,Weak,Medium
